inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
1,85.0,Matched brand 'Corona Extra' and size '6/12oz'. No other Corona variant matched better.,,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
Z6YMFRANBB3K8,95.0,Matched brand 'Heineken' and size '6/12oz'. No other Heineken variant matched better.,Heineken 6/12oz,Heineken 6/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'Z6YMFRANBB3K8', 'name': 'Heineken 6/12oz'}",DC Grocery Cash & Carry,
WZCSD4WM7QRC8,85.0,Matched brand 'Gatorade' and variant 'Zero Sugar | Glacier Cherry'. Closest match based on flavor and size.,Gatorade Thirst Quencher | Zero Sugar | Glacier Cherry 28 Fl Oz,gato zero 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'WZCSD4WM7QRC8', 'name': 'Gatorade Thirst Quencher | Zero Sugar | Glacier Cherry 28 Fl Oz'}",DC Grocery Cash & Carry,
057CNZQHJEZM8,85.0,"Matched brand 'Trident', variant 'Island Berry Lime', and size '14 Piece Pack'. No other Trident variant matched better.",Trident Island Berry Lime Sugar Free Gum | 14 Piece Pack,Trident berry Lime 14s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': '057CNZQHJEZM8', 'name': 'Trident Island Berry Lime Sugar Free Gum | 14 Piece Pack'}",,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY,
BFEGQA5XPDK1P,95.0,"Matched brand 'Gatorade', variant 'Fruit Punch', and size '8 Pack Bottles'. No other Gatorade variant matched better.",Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles,Gato fruit punch 130c 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': 'BFEGQA5XPDK1P', 'name': 'Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles'}",DC Grocery Cash & Carry,
K6QX3TX1XFM0M,95.0,Matched brand 'Red Bull' and size '8.4 Fl Oz Can'. No other Red Bull variant matched better.,Red Bull Energy Drink - 8.4 Fl Oz Can,Red bull 8.4oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'K6QX3TX1XFM0M', 'name': 'Red Bull Energy Drink - 8.4 Fl Oz Can'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found in the inventory for 'CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ'.,,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,,DC Grocery Cash & Carry,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry,
14SGMY5TWX2TJ,95.0,"Matched brand 'Prime Hydration', variant 'Glowberry', and size '16oz'. No other variant matched better.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry,
H0JPA5YERZ580,85.0,Matched brand 'Turkey Hill' and variant 'Fruit Punch'. Size was not specified but closest match based on brand and variant.,Turkey Hill Lemonade 18.5 Fl Oz,turkey lemonode 18.5oz,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'H0JPA5YERZ580', 'name': 'Turkey Hill Lemonade 18.5 Fl Oz'}",DC Grocery Cash & Carry,
564K8JKRRZE1T,95.0,"Matched brand 'Monster', variant 'Energy Drink Green', and size '16 oz'. No other Monster variant matched better.",Monster Energy Drink Green 16 Oz Can,Monster 16oz,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",DC Grocery Cash & Carry,
GJJMPYZSZAKHT,95.0,Matched brand 'LaCroix' and variant 'Coconut'. No other LaCroix variant matched better.,LaCroix Coconut Sparkling Water 12oz,La croix coconut 12oz,LACROIX MANGO 2/12PK,True,1299311203,"{'id': 'GJJMPYZSZAKHT', 'name': 'LaCroix Coconut Sparkling Water 12oz'}",DC Grocery Cash & Carry,
