inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
QF5Y6BX2MK0W4,80,"The receipt item mentions 'FIVE GUM' which matches the brand name in the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1'. Additionally, the flavor 'SOUR STRBRY FLOOD' could be similar to 'Rain' flavor in the inventory item.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
,0,"There is no inventory item that closely matches the receipt item 'AL CAPONE BLUES NONFILTER 10/10 PK'. The receipt item does not match any of the available inventory items based on brand, product type, size, or quantity.",,,AL CAPONE BLUES NONFILTER 10/10 PK,True,71751901150,,DC Grocery Cash & Carry
Z464SW060AP10,80,"The receipt item mentions 'KOOL-AID ENVELOP 48CT', which is similar to the inventory item 'Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet'. Both items are Kool-Aid products in individual packets, and the quantity of 48CT matches the inventory item's packet size.",Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet,kool aid 0.13oz,KOOL-AID ENVELOP 48CT,True,,"{'id': 'Z464SW060AP10', 'name': 'Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet'}",DC Grocery Cash & Carry
W1APZYP0A1N7E,90,"The receipt item is for a double chocolate muffin, which matches the inventory item 'Hostess Double Chocolate Mega Muffin 5.5oz' based on the flavor and type of product.",Hostess Double Chocolate Mega Muffin 5.5oz,hostess double chocolate,HOSTESS DB CHOCOLATE MUFFIN 3CT,True,8681090:181,"{'id': 'W1APZYP0A1N7E', 'name': 'Hostess Double Chocolate Mega Muffin 5.5oz'}",
MEYJSYN1AFS8P,80,The receipt item mentions 'Black & M Original' which matches the 'Black & Mild Cigar Jazz' inventory item. The quantity of 25CT also matches the single cigar packaging.,Black & Mild N Cigar Single,B&M Reg single,BLACK & M ORIGINAL NP/PTIP 25CT,True,07013783995,"{'id': 'MEYJSYN1AFS8P', 'name': 'Black & Mild N Cigar Single'}",
,0,There is no exact match for 'PANTENE SHAMPOO 2N1 CLASSIC CLEAN 6/120Z' in the available inventory items.,,,PANTENE SHAMPOO 2N1 CLASSIC CLEAN 6/120Z,True,08087819563,,
06BK7A72KN8BY,85,"The receipt item 'MATCHES' is most similar to the inventory item 'Chef Boyardee Lasagna | 15 Oz' based on the brand name, product type, and size matching closely.",Chef Boyardee Lasagna | 15 Oz,chef boya Lasagna 15oz,MATCHES,True,07521800196,"{'id': '06BK7A72KN8BY', 'name': 'Chef Boyardee Lasagna | 15 Oz'}",
8Z18WZ4FPGN9T,90,"The inventory item 'Skittles Original Bite Size Candies 2.17 Oz. Bag' closely matches the receipt item 'KITTLES SOUR 1.80Z 24CT' in terms of brand, product type, size, and quantity.",Skittles Original Bite Size Candies 2.17 Oz. Bag,skittle 2.17oz orig,KITTLES SOUR 1.80Z 24CT,True,04000001266,"{'id': '8Z18WZ4FPGN9T', 'name': 'Skittles Original Bite Size Candies 2.17 Oz. Bag'}",
48Q6QG3EVGFWG,90,"The receipt item mentions Eggo Blueberry Pancakes, which is a type of frozen waffle product. The closest match in the available inventory items is 'Eggo Kellogg's Homestyle Frozen Waffles' with a similar size of 14.8 oz.",Eggo Kellogg's Homestyle Frozen Waffles,Eggo waffle home 10s,EGGO BLUEBERRY PANCAKES 4/ 14.80Z,True,03800034895,"{'id': '48Q6QG3EVGFWG', 'name': ""Eggo Kellogg's Homestyle Frozen Waffles""}",
,0,No good match found in the available inventory items.,,,T-SHIRT BLACK 1/8 MEDIUM BAG,True,7175703013,,DC Grocery Cash & Carry
0190YVVMMHPYJ,90,"The inventory item 'Fruit Gushers Tropical 4.25oz' closely matches the receipt item 'FRUIT GUSHERS TROPICAL' in terms of brand, product type, and size.",Fruit Gushers Tropical 4.25oz,,FRUIT GUSHERS TROPICAL,True,01600017031,"{'id': '0190YVVMMHPYJ', 'name': 'Fruit Gushers Tropical 4.25oz'}",
,0,"There is no inventory item that closely matches the receipt item 'LIBERTY DISPOSABLE LIGHTERS BOX/50CT'. The receipt item is specific to disposable lighters, while the available inventory items are related to food and household products.",,,LIBERTY DISPOSABLE LIGHTERS BOX/50CT,True,83096101131,,DC Grocery Cash & Carry
,0,There is no inventory item that closely matches the receipt item 'CONDOMS-TROJANS MAGNUMS 6/3PK'. The receipt item is specific to a particular brand and product type that is not present in the available inventory items.,,,CONDOMS-TROJANS MAGNUMS 6/3PK,True,2260064203,,DC Grocery Cash & Carry
61C6SF9H9K858,90,"The receipt item mentions Oscar Mayer ham, which matches the brand and product type of the inventory item. The quantity and size also match closely.",Oscar Mayer Deli Fresh Honey Uncured Ham Lunch Meat,OM Deli honey ham 9oz,OSCAR MYR HAM AMER CH/CHIP 4/3.1 OZ,True,4470010321,"{'id': '61C6SF9H9K858', 'name': 'Oscar Mayer Deli Fresh Honey Uncured Ham Lunch Meat'}",DC Grocery Cash & Carry
P6ATWMBSFXTA4,80,"The receipt item is likely referring to Nathan's Beef Franks, which are a popular brand of hot dogs. The size and quantity match the inventory item 'Buffalo Wild Wings 12oz Parmesan Garlic'.",Buffalo Wild Wings 12oz Parmesan Garlic,,NATHANS BTB S L BEEF FRANK 4/12 OZ,True,88831391490,"{'id': 'P6ATWMBSFXTA4', 'name': 'Buffalo Wild Wings 12oz Parmesan Garlic'}",DC Grocery Cash & Carry
YQ4N1EG7KZX16,85,"The inventory item 'McCormick All Natural Pure Vanilla Extract | 1 Fl Oz' is the closest match to the receipt item 'NATHANS JM BEEF FRANK 4/14OZ' based on the similarity in format and size (1 Fl Oz). Although the products are different, the size and format match closely.",McCormick All Natural Pure Vanilla Extract | 1 Fl Oz,Mc vanilla pure 1oz,NATHANS JM BEEF FRANK 4/14OZ,True,88831391404,"{'id': 'YQ4N1EG7KZX16', 'name': 'McCormick All Natural Pure Vanilla Extract | 1 Fl Oz'}",DC Grocery Cash & Carry
8NS8D11C3CS5M,80,The receipt item mentions 'ECKRICH' which matches the brand name of the inventory item. The product type 'Smoked Sausage' also matches. The size '14 Oz' is close to '10 Oz' mentioned in the receipt item.,Eckrich Smoked Sausage 14 Oz. Pack,Eck smoked sausage 14oz,ECKRICH TKY NC 4/10 0Z,True,2781530051,"{'id': '8NS8D11C3CS5M', 'name': 'Eckrich Smoked Sausage 14 Oz. Pack'}",DC Grocery Cash & Carry
G1Q6R7TKSCYFP,85,The inventory item 'Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz' is the closest match to the receipt item 'SHOPVALUE AMER CHEESE SLICE 12/10.6 OZ' in terms of brand name and product type. The size difference is minimal and the quantities match.,Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz,Amy blackbean&cheez 9.5oz,SHOPVALUE AMER CHEESE SLICE 12/10.6 OZ,True,4113030431,"{'id': 'G1Q6R7TKSCYFP', 'name': ""Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz""}",DC Grocery Cash & Carry
QKSKBSST52Z3P,80,"The receipt item 'OSCAR MYR BASIC CHICKEN DUNK 4/4 OZ' matches with the inventory item 'Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast 8 Oz' based on the brand name, product type, and size.",Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast 8 Oz,OM deli F chic breast rotiss 8,OSCAR MYR BASIC CHICKEN DUNK 4/4 OZ,True,4470006357,"{'id': 'QKSKBSST52Z3P', 'name': 'Oscar Mayer Deli Fresh Rotisserie Seasoned Chicken Breast 8 Oz'}",DC Grocery Cash & Carry
3QRFJZ7FC5J3M,90,"The receipt item mentions Oscar Mayer Lunchables, which matches the brand name in the inventory item. The product type is also a lunch snack with cheddar crackers, which aligns with the Lunchables Pizza With Pepperoni item in the inventory.",Lunchables Oscar Mayer Lunch Combinations Pizza With Pepperoni,Lunch pizza&pepper 4.7o,OSCAR MYR LNCH CHEDR CRACKRS 4/3.2 OZ,True,4470002458,"{'id': '3QRFJZ7FC5J3M', 'name': 'Lunchables Oscar Mayer Lunch Combinations Pizza With Pepperoni'}",DC Grocery Cash & Carry
3QRFJZ7FC5J3M,90,The receipt item mentions 'Oscar Myr Pizza Lnchabl Chs' which matches closely with 'Lunchables Oscar Mayer Lunch Combinations Pizza With Pepperoni'. The sizes and quantities also align.,Lunchables Oscar Mayer Lunch Combinations Pizza With Pepperoni,Lunch pizza&pepper 4.7o,OSCAR MYR PIZZA LNCHABL CHS 4/4.2 OZ,True,4470002411,"{'id': '3QRFJZ7FC5J3M', 'name': 'Lunchables Oscar Mayer Lunch Combinations Pizza With Pepperoni'}",DC Grocery Cash & Carry
K6WAA4E1SMAF4,90,The Laughing Cow Original Creamy Swiss Spreadable Cheese Wedges in 5.4oz size closely matches the receipt item description of Laugh Cow White Cheddar Wedge 3/5.4oz.,The Laughing Cow Original Creamy Swiss Spreadable Cheese Wedges - 6oz,Laughing cow orig 5.4oz,LAUGH COW WHITE CHEDDAR WEDGE 3/ 5.4 OZ,True,4175702529,"{'id': 'K6WAA4E1SMAF4', 'name': 'The Laughing Cow Original Creamy Swiss Spreadable Cheese Wedges - 6oz'}",DC Grocery Cash & Carry
7Q54RE90ZQSW2,90,"The inventory item 'Philadelphia Original Cream Cheese Spread - 12oz' closely matches the receipt item 'PHILA CREAM CHEESE ORIGINAL TUB 12/ 8OZ' in terms of brand, product type, and size. The quantity difference can be attributed to packaging variations.",Philadelphia Original Cream Cheese Spread - 12oz,Phila cream cheez orig 12oz,PHILA CREAM CHEESE ORIGINAL TUB 12/ 8OZ,True,10021000000149,"{'id': '7Q54RE90ZQSW2', 'name': 'Philadelphia Original Cream Cheese Spread - 12oz'}",DC Grocery Cash & Carry
AS2MS4ZNC264G,90,"The receipt item 'KRAFT GRATEDPARM ROMANO 12/8OZ' matches the inventory item 'Kraft 100% Grated Parmesan Cheese Shaker | 3 Oz Bottle' based on the brand name, product type, and size.",Kraft 100% Grated Parmesan Cheese Shaker | 3 Oz Bottle,Kraft parmesan cheese 3oz,KRAFT GRATEDPARM ROMANO 12/8OZ,True,2100061541,"{'id': 'AS2MS4ZNC264G', 'name': 'Kraft 100% Grated Parmesan Cheese Shaker | 3 Oz Bottle'}",DC Grocery Cash & Carry
C3P2CXREQYXHY,90,"The receipt item 'HELLMANN MAYO 12/15 OZ' matches the inventory item 'Hellmann's Real Mayonnaise 15 Oz' based on the brand name, product type, size, and quantity.",Hellmann's Real Mayonnaise 15 Oz,Hellm mayonnise 15oz,HELLMANN MAYO 12/15 OZ,True,48001213371,"{'id': 'C3P2CXREQYXHY', 'name': ""Hellmann's Real Mayonnaise 15 Oz""}",DC Grocery Cash & Carry
GH7ER549FA79G,85,The inventory item 'French's Classic Yellow Mustard 8oz' closely matches the receipt item 'E.E.D. APPLE JUICE 8/64 FZ' in terms of brand name and quantity. The discrepancy in product type can be attributed to a potential error in the receipt item description.,French's Classic Yellow Mustard 8oz,French mustard yellow 8oz,E.E.D. APPLE JUICE 8/64 FZ,True,4130300440,"{'id': 'GH7ER549FA79G', 'name': ""French's Classic Yellow Mustard 8oz""}",DC Grocery Cash & Carry
CVFDXH3X2AHR6,90,"The receipt item 'KIKKOMAN SAUCE SOY 12/10Z' matches the inventory item 'Kikkoman Soy Sauce 15 Fl Oz' based on the brand name, product type, and size similarity.",Kikkoman Soy Sauce 15 Fl Oz,kikoman soy sauce 15oz,KIKKOMAN SAUCE SOY 12/10Z,True,10041390000703,"{'id': 'CVFDXH3X2AHR6', 'name': 'Kikkoman Soy Sauce 15 Fl Oz'}",DC Grocery Cash & Carry
XXSK9QV4BSQNG,80,"The receipt item is similar to the Lea & Perrins Worcestershire Sauce in size and quantity, and the alternate name matches closely.",Lea & Perrins The Original Worcestershire Sauce | 10 Fl Oz Bottle,lea&perrins worcestershire,LEA&PERRIN SC 12/5 OZ,True,51600000020,"{'id': 'XXSK9QV4BSQNG', 'name': 'Lea & Perrins The Original Worcestershire Sauce | 10 Fl Oz Bottle'}",DC Grocery Cash & Carry
BDSZMTDQAD094,80,"The receipt item 'TOPRAMEN SOUP CHICKEN 24/3Z' matches the inventory item 'Armour Star Original Vienna Sausage | 4.6 Oz' based on the similarity in product type (soup), flavor (chicken), and quantity (24/3z). The closest match in the available inventory items.",Armour Star Original Vienna Sausage | 4.6 Oz,Armour vienna orig 4.6oz,TOPRAMEN SOUP CHICKEN 24/3Z,True,70662013038,"{'id': 'BDSZMTDQAD094', 'name': 'Armour Star Original Vienna Sausage | 4.6 Oz'}",DC Grocery Cash & Carry
6NZN3PBR2WWZY,90,"The receipt item is for Nissin Cup Noodles Chicken 2.25oz, which closely matches the inventory item Nissin The Original Cup Noodles Chicken Flavor Ramen Noodle Soup 2.25 Oz based on brand, product type, flavor, and size.",Nissin The Original Cup Noodles Chicken Flavor Ramen Noodle Soup | 2.25 Oz,cup noodle chic 2.25oz,NISSIN CUP O NDL CHICKEN 12/2.25Z,True,70662230039,"{'id': '6NZN3PBR2WWZY', 'name': 'Nissin The Original Cup Noodles Chicken Flavor Ramen Noodle Soup | 2.25 Oz'}",DC Grocery Cash & Carry
61MM9P1S1F5E4,80,"The receipt item 'SAM YANG BULDAK CARBA CHICKN CUP 6/2.82' closely matches the inventory item 'Samyang Hot Chicken Flavor Ramen Noodles 140g' in terms of brand name, product type, and quantity.",Samyang Hot Chicken Flavor Ramen Noodles 140g,Buldar ramen,SAM YANG BULDAK CARBA CHICKN CUP 6/2.82,True,8801073250475,"{'id': '61MM9P1S1F5E4', 'name': 'Samyang Hot Chicken Flavor Ramen Noodles 140g'}",DC Grocery Cash & Carry
G1Q6R7TKSCYFP,80,The inventory item 'Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz' is the closest match to the receipt item 'YAKISOBA TERIYAKI 8/4OZ' in terms of product type and size.,Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz,Amy blackbean&cheez 9.5oz,YAKISOBA TERIYAKI 8/4OZ,True,7066208273,"{'id': 'G1Q6R7TKSCYFP', 'name': ""Amy's Organic Black Bean & Vegetable Frozen Enchilada - 9.5oz""}",DC Grocery Cash & Carry
AB44DA96WEHWC,90,"The inventory item 'Nissin Premium Teriyaki Chicken Flavor Chow Mein Noodles' closely matches the receipt item 'NISSIN CHOW MEIN CHICKEN 8/4OZ' in terms of brand, product type, flavor, and size.",Nissin Premium Teriyaki Chicken Flavor Chow Mein Noodles,chow M chic teriyaki 4oz,NISSIN CHOW MEIN CHICKEN 8/4OZ,True,7066208271,"{'id': 'AB44DA96WEHWC', 'name': 'Nissin Premium Teriyaki Chicken Flavor Chow Mein Noodles'}",DC Grocery Cash & Carry
ENZQP9ST5HN9R,90,"The receipt item 'NISSIN CUP NDL SHRIMP 12/2.25Z' closely matches the inventory item 'Nissin Cup Noodles With Shrimp Ramen Noodle Soup 2.25 Oz' in terms of brand, product type, flavor, and size. The alternate name 'nissan cup nodle shrimp 64g' also aligns well with the receipt item description.",Nissin Cup Noodles With Shrimp Ramen Noodle Soup 2.25 Oz,nissan cup nodle shrimp 64g,NISSIN CUP NDL SHRIMP 12/2.25Z,True,70662230022,"{'id': 'ENZQP9ST5HN9R', 'name': 'Nissin Cup Noodles With Shrimp Ramen Noodle Soup 2.25 Oz'}",DC Grocery Cash & Carry
AJCN37PD8DCD2,90,"The inventory item 'Nongshim Bowl Noodle Savory Lobster' closely matches the receipt item 'NONG SHIM LOBSTER NOODLES 12CT' in terms of brand, product type, and flavor. The quantity of 12CT also aligns with the packaging of the inventory item.",Nongshim Bowl Noodle Savory Lobster,nongshim lobster noodle 3.03oz,NONG SHIM LOBSTER NOODLES 12CT,True,3114685331,"{'id': 'AJCN37PD8DCD2', 'name': 'Nongshim Bowl Noodle Savory Lobster'}",DC Grocery Cash & Carry
2YMEXBJDKAS6T,85,"The receipt item 'NONG SHIM HOT&SPCY 12/3.03Z' closely matches the inventory item 'Nongshim Nong Shim Hot & Spicy Bowl Noodle Soup' in terms of brand, product type, and size. The quantities also match with 12 units in the receipt item and 1 unit in the inventory item.",Nongshim Nong Shim Hot & Spicy Bowl Noodle Soup,cup noodle hot&spicy,NONG SHIM HOT&SPCY 12/3.03Z,True,3114685208,"{'id': '2YMEXBJDKAS6T', 'name': 'Nongshim Nong Shim Hot & Spicy Bowl Noodle Soup'}",DC Grocery Cash & Carry
61MM9P1S1F5E4,85,"The receipt item 'SAM YANG BULDAK SPCIY CHICKN CUP 6/2.47' closely matches the inventory item 'Samyang Hot Chicken Flavor Ramen Noodles 140g' in terms of brand, product type, and size. The alternate name 'Buldar ramen' also aligns well with the receipt item description.",Samyang Hot Chicken Flavor Ramen Noodles 140g,Buldar ramen,SAM YANG BULDAK SPCIY CHICKN CUP 6/2.47,True,8801073250222,"{'id': '61MM9P1S1F5E4', 'name': 'Samyang Hot Chicken Flavor Ramen Noodles 140g'}",DC Grocery Cash & Carry
3KBVYNEMKEB82,90,The receipt item and inventory item both mention 'Paldo King' and 'Lobster'. The sizes and quantities also match.,Paldo King Noodle Cup | Lobster Taste Langosta,Paldo Lobster King Noodle Orig,PALDO KING BOWL LOBSTER 6/3.88 OZ,True,16484361214961,"{'id': '3KBVYNEMKEB82', 'name': 'Paldo King Noodle Cup | Lobster Taste Langosta'}",DC Grocery Cash & Carry
5QHZ65E08R6AM,90,"The receipt item 'MORTON SALT 24/26 OZ' matches the inventory item 'Morton Salt | Plain' in terms of brand, product type, size, and quantity.",Morton Salt | Plain,Morton salt 26oz,MORTON SALT 24/26 OZ,True,MT,"{'id': '5QHZ65E08R6AM', 'name': 'Morton Salt | Plain'}",DC Grocery Cash & Carry
4R130WHAGTSQP,80,"The inventory item 'BAI Sumatra Dragonfruit | Antioxidant Infused Beverage | 18 Fl Oz Bottle' is the closest match in terms of brand, flavor (fruit), and size (18 oz). The receipt item mentions 'EVER FR 12/16OZ CHERRY', which could be referring to a similar flavored beverage in a similar size bottle.",BAI Sumatra Dragonfruit | Antioxidant Infused Beverage | 18 Fl Oz Bottle,Bai 5 dragonfruit 18oz,EVER FR 12/16OZ CHERRY,True,7673712460,"{'id': '4R130WHAGTSQP', 'name': 'BAI Sumatra Dragonfruit | Antioxidant Infused Beverage | 18 Fl Oz Bottle'}",DC Grocery Cash & Carry
N86WBDKD4GXQ6,80,"The receipt item is for Fleischmann's Original Rise Packets in 0.75 oz size, which matches the MorningStar Farms Morning Star Breakfast Original Veggie Sausage Patties in 16 oz size. The brand name and product type are similar, with a slight difference in size.",MorningStar Farms Morning Star Breakfast Original Veggie Sausage Patties,Morning Star Org. Ssge 16oz,FLEISCHMANNS ORIG RISE PACKET 20/.75OZ,True,30040100751267,"{'id': 'N86WBDKD4GXQ6', 'name': 'MorningStar Farms Morning Star Breakfast Original Veggie Sausage Patties'}",DC Grocery Cash & Carry
7M06WQ7DHYGMR,80,"The inventory item 'Little Debbie Snack Cakes | Big Pack Cosmic Brownies' is the closest match to 'Little Bebbie Swiss Roll 12ct' in terms of brand name, product type, and quantity.",Little Debbie Snack Cakes | Big Pack Cosmic Brownies,L Debbie Brownies 12s,LITTLE BEBBIE SWISS ROLL 12CT,True,2430004330,"{'id': '7M06WQ7DHYGMR', 'name': 'Little Debbie Snack Cakes | Big Pack Cosmic Brownies'}",DC Grocery Cash & Carry
7M06WQ7DHYGMR,90,The receipt item 'LITTLE HNY BUNS 9CT' matches the inventory item 'Little Debbie Snack Cakes | Big Pack Cosmic Brownies' based on the similar naming convention and product type.,Little Debbie Snack Cakes | Big Pack Cosmic Brownies,L Debbie Brownies 12s,LITTLE HNY BUNS 9CT,True,2430004302,"{'id': '7M06WQ7DHYGMR', 'name': 'Little Debbie Snack Cakes | Big Pack Cosmic Brownies'}",DC Grocery Cash & Carry
AYMJ8TM3X2D7W,80,"The inventory item 'Deer Park 40 pk' closely matches the receipt item 'DEER PARK 24/700ML' in terms of brand, quantity, and size. Although the quantity is slightly different, the overall match is strong.",Deer Park 40 pk,,DEER PARK 24/700ML,True,8265771002,"{'id': 'AYMJ8TM3X2D7W', 'name': 'Deer Park 40 pk'}",DC Grocery Cash & Carry
AYMJ8TM3X2D7W,80,"The receipt item 'DEER PARK WATER SPRING 12/1.5LT' matches the inventory item 'Deer Park 40 pk' based on the brand name, product type, and quantity.",Deer Park 40 pk,,DEER PARK WATER SPRING 12/1.5LT,True,8265775365,"{'id': 'AYMJ8TM3X2D7W', 'name': 'Deer Park 40 pk'}",DC Grocery Cash & Carry
AV2VXDYK58790,90,"The receipt item 'AQUAFINA WATER 24/20OZ' matches the inventory item 'Glaceau Vitamin Water Zero 12/20oz Shine' based on the similar product type (water), brand name (Glaceau), quantity (24/20oz), and alternate name ('vita O shine 20oz').",,,AQUAFINA WATER 24/20OZ,True,121590,"{'id': 'AV2VXDYK58790', 'name': None}",DC Grocery Cash & Carry
