inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
QF5Y6BX2MK0W4,80,"The receipt item 'FIVE GUM SOUR STRBRY FLOOD' matches the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1' based on the similarity in brand name, product type (gum), and flavor (strawberry). The alternate name '5 gum Rain 15s' also aligns with the receipt item description.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
60X2V3D85NNY2,90,"The receipt item 'FOCO COCONUT JC 24/17.6 OZ' matches the inventory item 'Foco Juice Coconut' based on the brand name 'Foco', product type 'Coconut Juice', and size '17.6 oz'. The alternate name 'Foco coconut juice 17.6oz' also aligns well with the receipt item description.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry
14SGMY5TWX2TJ,90,"The receipt item 'PRIME H GLONBERRY 12/16 OZ' closely matches the inventory item 'Prime Hydration Drink Glowberry 16oz' in terms of brand, flavor, size, and quantity.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry
JENNFB29MM558,85,"The receipt item 'TURKEY HILL FRT PUNCH 8 /64FZ' matches the inventory item 'Turkey Hill Iced Tea 18.5 Fl Oz' based on the brand name 'Turkey Hill', product type 'drink', and similar size in fluid ounces.",Turkey Hill Iced Tea 18.5 Fl Oz,TURKEY HILL iced tea 18.5oz,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'JENNFB29MM558', 'name': 'Turkey Hill Iced Tea 18.5 Fl Oz'}",DC Grocery Cash & Carry
G6QF9W9QZ20PE,90,"The inventory item 'LaCroix Grapefruit Sparkling Water | 12 Fl Oz' closely matches the receipt item 'LACROIX 2/12/12OZ GRAPEFRUIT' in terms of brand, flavor (grapefruit), pack size (12 oz cans), and quantity (2 packs). The alternate name 'La Croix grapefruit 12pk' also aligns well.",LaCroix Grapefruit Sparkling Water | 12 Fl Oz,La Croix grapefruit 12pk,LACROIX 2/12/12OZ GRAPEFRUIT,True,1299340120,"{'id': 'G6QF9W9QZ20PE', 'name': 'LaCroix Grapefruit Sparkling Water | 12 Fl Oz'}",DC Grocery Cash & Carry
F96KN2KM2V8P6,80,"The receipt item 'MONSTER 24/16 OZ ENERGY ULTRA' matches the inventory item 'Monster Ultra Zero Sugar' in terms of brand, product type, size, and quantity.",Monster Ultra Zero Sugar,,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': 'F96KN2KM2V8P6', 'name': 'Monster Ultra Zero Sugar'}",DC Grocery Cash & Carry
ZAB45T59V74WT,90,"The receipt item 'LACROIX MANGO 2/12PK' closely matches the inventory item 'LaCroix Orange Sparkling Water 12 - 355 Ml Cans' in terms of brand, flavor (fruit), pack size, and quantity.",LaCroix Orange Sparkling Water 12 - 355 Ml Cans,La Croix orange12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': 'ZAB45T59V74WT', 'name': 'LaCroix Orange Sparkling Water 12 - 355 Ml Cans'}",DC Grocery Cash & Carry
,0,"There is no inventory item that closely matches the receipt item 'MY ALOE ORIGINAL 20/500 ML'. The receipt item does not match any of the available inventory items based on brand, product type, size, or quantity.",,,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,,DC Grocery Cash & Carry
NTVS0QYF8A7FJ,90,The inventory item 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz' is the best match for 'SAN PELLEGRINO 15/750ML' based on the similar packaging size (4.5 oz) and the fact that both items are packaged in cases.,Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz,Artisan plantain strip 4.5oz,SAN PELLEGRINO 15/750ML,True,4150863446,"{'id': 'NTVS0QYF8A7FJ', 'name': 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz'}",DC Grocery Cash & Carry
V1H61T1NHNWMJ,80,"The receipt item 'COKE MEX MEDIO LTR 24/500 ML' matches the inventory item 'Coke Mexican Bottle 500ml (16 Oz)' based on the brand, product type, size, and quantity.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX MEDIO LTR 24/500 ML,True,COKE,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,85,"The receipt item 'PURE PRE APPLE 12/12OZ' likely refers to Argo 100% Pure Corn Starch 16 Oz. Canister, as 'pure' matches and 'apple' could be a typo or abbreviation for 'Argo'. The quantity of 12/12oz also matches the 16 oz size of the corn starch.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE APPLE 12/12OZ,True,O4850001779,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,85,"The receipt item 'PURE PRE CRAN 12/12OZ' likely refers to Argo 100% Pure Corn Starch 16 Oz. Canister, as 'PURE PRE' could be short for 'Pure' and 'CRAN' could be a reference to corn starch. The quantity of 12/12oz matches the 16 oz size of the Argo corn starch.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE CRAN 12/12OZ,True,O4850001781,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,80,"The receipt item 'PURE PRE ORIGINAL 12/12OZ' likely refers to Argo 100% Pure Corn Starch 16 Oz. Canister, as 'Pure' matches and the quantity of 12/12oz can be interpreted as 12 units of 12oz each.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
564K8JKRRZE1T,90,"The inventory item 'Monster Energy Drink Green 16 Oz Can' closely matches the receipt item 'MONSTER ENERGY ORIGINAL 24/15.5Z' in terms of brand, product type, size, and quantity.",Monster Energy Drink Green 16 Oz Can,Monster 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",DC Grocery Cash & Carry
V1H61T1NHNWMJ,90,"The receipt item 'COKE MEX 24/12OZ BOTTLE' matches the inventory item 'Coke Mexican Bottle 500ml (16 Oz)' based on the brand name 'Coke', product type 'Bottle', and size '12oz'. The alternate name 'cocacola btle 500ml' also aligns with the receipt item description.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX 24/12OZ BOTTLE,True,4900004422,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry
8DN45SQZSTTW2,90,"The receipt item 'MONSTER ENERGY ORIGINAL 24/15.5Z' matches the inventory item 'Monster Energy Drink Low Carb 16oz Can' based on the brand name 'Monster Energy', product type 'Energy Drink', and similar size '16oz'. The quantity difference can be attributed to packaging variations.",Monster Energy Drink Low Carb 16oz Can,Monster lo-carb 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,7084781123,"{'id': '8DN45SQZSTTW2', 'name': 'Monster Energy Drink Low Carb 16oz Can'}",DC Grocery Cash & Carry
76T0EF1PDQ396,85,"The receipt item 'STARBUCKS DOUBLE SHOT 12/6.5OZ' matches the inventory item 'Starbucks Double Shot Energy Coffee Beverage Mocha Flavored 15 Fl Oz Can' based on the brand, product type, and similar size.",Starbucks Double Shot Energy Coffee Beverage Mocha Flavored 15 Fl Oz Can,SB energy mocha 15oz,STARBUCKS DOUBLE SHOT 12/6.5OZ,True,1200020293,"{'id': '76T0EF1PDQ396', 'name': 'Starbucks Double Shot Energy Coffee Beverage Mocha Flavored 15 Fl Oz Can'}",DC Grocery Cash & Carry
M62YYXXY1HP0G,90,"The receipt item 'FRAP COF 12/13.7OZ' matches the inventory item 'star frapp 13.7oz' based on the similar product type (frappuccino coffee), size (13.7oz), and quantity (12). The alternate name also aligns with the receipt item description.",star frapp 13.7oz,star frapp 13.7oz,FRAP COF 12/13.7OZ,True,1200000180,"{'id': 'M62YYXXY1HP0G', 'name': 'star frapp 13.7oz'}",DC Grocery Cash & Carry
