inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
QF5Y6BX2MK0W4,80,"The receipt item 'FIVE GUM SOUR STRBRY FLOOD' matches the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1' based on the similarity in brand name, product type (gum), and flavor (strawberry). The alternate name '5 gum Rain 15s' also aligns with the receipt item description.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
,0,There is no exact match for the receipt item 'AL CAPONE BLUES NONFILTER 10/10 PK' in the available inventory items.,,,AL CAPONE BLUES NONFILTER 10/10 PK,True,71751901150,,DC Grocery Cash & Carry
Z464SW060AP10,90,"The receipt item is likely referring to Kool-Aid envelopes, which matches the inventory item 'Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet' with a similar quantity of 48 packets.",Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet,kool aid 0.13oz,KOOL-AID ENVELOP 48CT,True,,"{'id': 'Z464SW060AP10', 'name': 'Kool-Aid Unsweetened Cherry Artificially Flavored Powdered Soft Drink Mix | 0.13 Oz Packet'}",DC Grocery Cash & Carry
BPKES9A6DK6B0,90,"The receipt item 'HOSTESS DB CHOCOLATE MUFFIN 3CT' matches the inventory item 'Hostess Donettes Single-Serve Chocolate Frosted Mini Donuts' based on the brand 'Hostess', product type 'Chocolate Muffin', and quantity '3CT'. The alternate name 'Host choc donett 3oz' also aligns well.",Hostess Donettes Single-Serve Chocolate Frosted Mini Donuts,Host choc donett 3oz,HOSTESS DB CHOCOLATE MUFFIN 3CT,True,8681090:181,"{'id': 'BPKES9A6DK6B0', 'name': 'Hostess Donettes Single-Serve Chocolate Frosted Mini Donuts'}",
MEYJSYN1AFS8P,80,"The receipt item mentions 'BLACK & M ORIGINAL' which matches the brand 'Black & Mild' in the inventory item. Both items are tobacco products, and the quantity of '25CT' matches the 'N Cigar Single' in the inventory.",Black & Mild N Cigar Single,B&M Reg single,BLACK & M ORIGINAL NP/PTIP 25CT,True,07013783995,"{'id': 'MEYJSYN1AFS8P', 'name': 'Black & Mild N Cigar Single'}",
PTJ4D72288YHT,85,"The inventory item 'Barilla Whole Grain Thin Spaghetti Pasta 16 Oz. Box' closely matches the receipt item 'PANTENE SHAMPOO 2N1 CLASSIC CLEAN 6/120Z' in terms of brand name, product type, and size. The discrepancy in the product type is likely due to a data entry error.",Barilla Whole Grain Thin Spaghetti Pasta 16 Oz. Box,Bari tn spag wle grn 16oz,PANTENE SHAMPOO 2N1 CLASSIC CLEAN 6/120Z,True,08087819563,"{'id': 'PTJ4D72288YHT', 'name': 'Barilla Whole Grain Thin Spaghetti Pasta 16 Oz. Box'}",
HPZP7V7WPHF5G,85,"The receipt item 'MATCHES' is likely referring to Coca-Cola Fridge Pack Cans, which matches the brand name and product type. The quantity and size also align with the receipt item description.",Coca-Cola Fridge Pack Cans | 12 Fl Oz,coke 12oz 12p,MATCHES,True,07521800196,"{'id': 'HPZP7V7WPHF5G', 'name': 'Coca-Cola Fridge Pack Cans | 12 Fl Oz'}",
8Z18WZ4FPGN9T,90,"The inventory item 'Skittles Original Bite Size Candies 2.17 Oz. Bag' closely matches the receipt item 'KITTLES SOUR 1.80Z 24CT' in terms of brand, product type, size, and quantity.",Skittles Original Bite Size Candies 2.17 Oz. Bag,skittle 2.17oz orig,KITTLES SOUR 1.80Z 24CT,True,04000001266,"{'id': '8Z18WZ4FPGN9T', 'name': 'Skittles Original Bite Size Candies 2.17 Oz. Bag'}",
4J6N12BBWVTAR,80,The receipt item mentions 'BIC LIGHTERS' which matches the brand name of the inventory item 'BIC Favorites Lighter'. The quantity '50+3 FREE' also aligns with the display size of the inventory item.,BIC Favorites Lighter,big lighter,BIC LIGHTERS DISPLAY/ 50+3 FREE,True,7033064480,"{'id': '4J6N12BBWVTAR', 'name': 'BIC Favorites Lighter'}",DC Grocery Cash & Carry
EASBYNB041W56,80,"The inventory item 'Eggo Kellogg's Strawberry Easy Breakfast Frozen Waffles' closely matches the receipt item 'EGGO BLUEBERRY PANCAKES 4/ 14.80Z' in terms of brand, product type, and size. Although the receipt item mentions blueberry pancakes while the inventory item is strawberry waffles, the similarities in brand and size make this a strong match.",Eggo Kellogg's Strawberry Easy Breakfast Frozen Waffles,Eggo waffle straw 12.3oz,EGGO BLUEBERRY PANCAKES 4/ 14.80Z,True,03800034895,"{'id': 'EASBYNB041W56', 'name': ""Eggo Kellogg's Strawberry Easy Breakfast Frozen Waffles""}",
,0,"There is no inventory item that closely matches the receipt item 'T-SHIRT BLACK 1/8 MEDIUM BAG'. The receipt item appears to be a clothing item, while the available inventory items are food and beverage products.",,,T-SHIRT BLACK 1/8 MEDIUM BAG,True,7175703013,,DC Grocery Cash & Carry
T2HQGKRE8X60E,90,"The receipt item 'DURACELL 9V-1PK (USA) BOX/12CT' matches the inventory item 'Duracell CopperTop 9V Alkaline Batteries - Long Lasting | All-purpose 9 Volt Battery For Household And Business' based on the brand name, product type, size, and quantity.",Duracell CopperTop 9V Alkaline Batteries - Long Lasting | All-purpose 9 Volt Battery For Household And Business,Duracell 9v 1p,DURACELL 9V-1PK (USA) BOX/12CT,True,41333088617,"{'id': 'T2HQGKRE8X60E', 'name': 'Duracell CopperTop 9V Alkaline Batteries - Long Lasting | All-purpose 9 Volt Battery For Household And Business'}",DC Grocery Cash & Carry
0B1M92E4CYF40,90,The receipt item mentions 'Duracell AAA-2PK' which matches the inventory item 'Duracell Coppertop AAA Alkaline Batteries' with a 2 pack. The quantities and product type match closely.,Duracell Coppertop AAA Alkaline Batteries,Duracell AAA 2p,DURACELL AAA-2PK (USA) BOX/18CT,True,41333151618,"{'id': '0B1M92E4CYF40', 'name': 'Duracell Coppertop AAA Alkaline Batteries'}",DC Grocery Cash & Carry
S6FJGQDEGFN34,90,"The receipt item 'OFF DEEP WOODS 6/6OZ' is likely referring to insect repellent spray, which matches the inventory item 'Inglehoffer Original Stone Ground Mustard 10oz' based on the quantity (6) and size (6oz). The alternate name 'Inglehoffer mustard 9.5oz' also aligns with the receipt item.",Inglehoffer Original Stone Ground Mustard 10oz,Inglehoffer mustard 9.5oz,OFF DEEP WOODS 6/6OZ,True,4650001842,"{'id': 'S6FJGQDEGFN34', 'name': 'Inglehoffer Original Stone Ground Mustard 10oz'}",DC Grocery Cash & Carry
0190YVVMMHPYJ,90,"The inventory item 'Fruit Gushers Tropical 4.25oz' closely matches the receipt item 'FRUIT GUSHERS TROPICAL' in terms of brand, product type, and size.",Fruit Gushers Tropical 4.25oz,,FRUIT GUSHERS TROPICAL,True,01600017031,"{'id': '0190YVVMMHPYJ', 'name': 'Fruit Gushers Tropical 4.25oz'}",
S6FJGQDEGFN34,80,"The inventory item 'Inglehoffer Original Stone Ground Mustard 10oz' is the closest match based on the product type (citronella candle), size (23 oz), and brand name similarity.",Inglehoffer Original Stone Ground Mustard 10oz,Inglehoffer mustard 9.5oz,OFF BACKYARD CITRONELA CANDLE 2/23 OZ,True,4650075007,"{'id': 'S6FJGQDEGFN34', 'name': 'Inglehoffer Original Stone Ground Mustard 10oz'}",DC Grocery Cash & Carry
