inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
1,85.0,"Matched brand 'Corona', product 'Extra Lager Beer', and size '6/12 oz'. Alternate name closely related.",,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
Z6YMFRANBB3K8,85.0,"Matched brand 'Heineken', product '6/12oz', and size '12 oz'. Alternate name provided a close match.",Heineken 6/12oz,Heineken 6/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'Z6YMFRANBB3K8', 'name': 'Heineken 6/12oz'}",DC Grocery Cash & Carry,
SPXGXPXB3FSBA,95.0,"Matched brand 'Gatorade', product 'Fruit Punch', and size '28 fl oz'. Alternate name closely aligned.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz,Gato fruit punch 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'SPXGXPXB3FSBA', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz'}",DC Grocery Cash & Carry,
WZN4EQP1PNMF2,85.0,"Matched product 'Sour Patch Kids Soft & Chewy Candy', flavor 'Sour', and size '2 oz'. Alternate name provided additional confirmation.",Sour Patch Kids Soft & Chewy Candy 2 Oz. Bag,sour patch kids 2oz,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'WZN4EQP1PNMF2', 'name': 'Sour Patch Kids Soft & Chewy Candy 2 Oz. Bag'}",,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product 'Coconut Juice', and size '17.6 oz'. Alternate name closely aligned.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY,
BFEGQA5XPDK1P,95.0,"Matched brand 'Gatorade', product 'Fruit Punch', and size '20 oz'. Alternate name closely aligned.",Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles,Gato fruit punch 130c 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': 'BFEGQA5XPDK1P', 'name': 'Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles'}",DC Grocery Cash & Carry,
K6QX3TX1XFM0M,95.0,"Matched brand 'Red Bull', product 'Energy Drink', and size '8.4 fl oz'. Alternate name closely aligned.",Red Bull Energy Drink - 8.4 Fl Oz Can,Red bull 8.4oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'K6QX3TX1XFM0M', 'name': 'Red Bull Energy Drink - 8.4 Fl Oz Can'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, and size.",,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,,DC Grocery Cash & Carry,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product 'Coconut Juice', and size '17.6 oz'. Alternate name closely aligned.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry,
14,85.0,"Matched brand 'Prime Hydration', product 'Glowberry', and size '16 oz'. Closest match based on name and size.",,,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': 14, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found in the inventory for 'TURKEY HILL FRT PUNCH 8 /64FZ'.,,,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,,DC Grocery Cash & Carry,
G6QF9W9QZ20PE,95.0,"Matched brand 'LaCroix', product 'Grapefruit', and size '12 Fl Oz'. Alternate name closely aligned.",LaCroix Grapefruit Sparkling Water | 12 Fl Oz,La Croix grapefruit 12pk,LACROIX 2/12/12OZ GRAPEFRUIT,True,1299340120,"{'id': 'G6QF9W9QZ20PE', 'name': 'LaCroix Grapefruit Sparkling Water | 12 Fl Oz'}",DC Grocery Cash & Carry,
5648,85.0,"Matched brand 'Monster', product 'Energy Drink Green', and size '16 oz'. Alternate name aligned closely.",,,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
0CRX3H37Z3RFA,85.0,"Matched brand 'LaCroix', product 'Beach Plum', and size '12 Pack 12oz Cans'. Alternate name closely related.",LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans,La croix plum 12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': '0CRX3H37Z3RFA', 'name': 'LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans'}",DC Grocery Cash & Carry,
,,,,,MY ALOE ORIGINAL 20/500 ML,False,18809125063025,,DC Grocery Cash & Carry,No candidates found for receipt item: MY ALOE ORIGINAL 20/500 ML
