inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
52,85.0,Matched brand 'Apple & Eve' and variant '100% Juice 6.75 Fl. Oz.' No other variant matched better.,,,APPLE IPHONE 15 PRO,True,194252999929,"{'id': 52, 'name': None}",,
Z9A974AEXR508,95.0,Matched brand 'Hostess' and variant 'Chocolate Cake | Coconut & Marshmallow Covered'. No other Hostess variant matched better.,Hostess Chocolate Cake | Coconut & Marshmallow Covered,hostess snoballs,HOSTESS SNO BALLS 6CT,True,10885109010093,"{'id': 'Z9A974AEXR508', 'name': 'Hostess Chocolate Cake | Coconut & Marshmallow Covered'}",DC GROCERY CASH & CARRY,
,,,,,AMYKCTHN CHEDR SURRITO 12/5.5OZ,False,19:42272000712,,DC GROCERY CASH & CARRY,No candidates found for receipt item: AMYKCTHN CHEDR SURRITO 12/5.5OZ
8CY0G06KEGS6M,95.0,"Matched brand 'Gatorade', variant 'Grape', and size '20 oz'. No other Gatorade variant matched better.",Gatorade Purple Fierce Thirst Quencher Grape Sports Drink,Gatorade grape 20oz,GATORADE FT PNCH 24/20OZ,True,ga20,"{'id': '8CY0G06KEGS6M', 'name': 'Gatorade Purple Fierce Thirst Quencher Grape Sports Drink'}",DC GROCERY CASH & CARRY,
1,95.0,"Matched brand 'Corona', variant 'Extra Lager Mexican Beer', and size '6/12oz'. Best match based on brand and variant.",,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
,,,,,HEINKEN 4/6/12 OZ BTL,False,7289000021,,DC Grocery Cash & Carry,No candidates found for receipt item: HEINKEN 4/6/12 OZ BTL
C9XCFVHNS8DMJ,95.0,Matched brand 'Gatorade Zero Sugar Thirst Quencher Glacier Freeze' with similar size '20 Fl Oz'. No other Gatorade variant matched better.,Gatorade Zero Sugar Thirst Quencher Glacier Freeze 20 Fl Oz,Gatorade Zero Glacier Freeze,GATORADE 15/28 OZ,True,GA28,"{'id': 'C9XCFVHNS8DMJ', 'name': 'Gatorade Zero Sugar Thirst Quencher Glacier Freeze 20 Fl Oz'}",DC GROCERY CASH & CARRY,
,,,,,MEOW MIX% ORIGINAL 4/3.15 LB,False,32927451375,,DC GROCERY CASH & CARRY,No candidates found for receipt item: MEOW MIX% ORIGINAL 4/3.15 LB
,,,,,FOCO COCONUT JC 24/17.6 OZ,False,8.85E+12,,DC GROCERY CASH & CARRY,No candidates found for receipt item: FOCO COCONUT JC 24/17.6 OZ
04QVQ1K5FAV0J,95.0,"Matched brand 'Xtra Detergent', variant 'Tropical Passion', and size '57.6 Fl Oz'. No other Xtra Detergent variant matched better.",Xtra Detergent | Tropical Passion 57.6 Fl Oz,Xtra purple,XTRA LNDRY2XTROPPASSIO 6/57.6 OZ,True,09451402004,"{'id': '04QVQ1K5FAV0J', 'name': 'Xtra Detergent | Tropical Passion 57.6 Fl Oz'}",DC GROCERY CASH & CARRY,
