inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
1,85.0,"Matched brand 'Corona', product 'Extra Lager Beer', and size '6/12 oz'. Alternate name closely related.",,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
Z6YMFRANBB3K8,95.0,"Matched brand 'Heineken', product 'Lager Beer', and size '6/12oz'. Alternate name closely aligned.",Heineken 6/12oz,Heineken 6/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'Z6YMFRANBB3K8', 'name': 'Heineken 6/12oz'}",DC Grocery Cash & Carry,
SPXGXPXB3FSBA,95.0,"Matched brand 'Gatorade', product 'Fruit Punch', and size '28 oz'. Alternate name closely aligned.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz,Gato fruit punch 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'SPXGXPXB3FSBA', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz'}",DC Grocery Cash & Carry,
,,,,,FIVE GUM SOUR STRBRY FLOOD,False,02200011045,,,No candidates found for receipt item: FIVE GUM SOUR STRBRY FLOOD
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product 'Coconut Juice', and size '17.6 oz'. Alternate name closely aligned.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY,
BFEGQA5XPDK1P,95.0,"Matched brand 'Gatorade', product 'Fruit Punch', and size '20 oz'. Alternate name closely aligned.",Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles,Gato fruit punch 130c 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': 'BFEGQA5XPDK1P', 'name': 'Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles'}",DC Grocery Cash & Carry,
K6QX3TX1XFM0M,95.0,"Matched brand 'Red Bull', product 'Energy Drink', and size '8.4 oz'. Alternate name closely aligned.",Red Bull Energy Drink - 8.4 Fl Oz Can,Red bull 8.4oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'K6QX3TX1XFM0M', 'name': 'Red Bull Energy Drink - 8.4 Fl Oz Can'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, and size.",,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,,DC Grocery Cash & Carry,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product 'Coconut Juice', and size '17.6 oz'. Alternate name closely aligned.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, and size.",,,PRIME H GLONBERRY 12/16 OZ,True,81011612183,,DC Grocery Cash & Carry,
Z66EA3TV2YTZG,85.0,"Matched brand 'Turkey Hill', product 'Lemonade', and size '1 Gal Jug'. Alternate name partially aligned.",Turkey Hill Original Lemonade 1 Gal Jug,turkey H Lemonade G,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'Z66EA3TV2YTZG', 'name': 'Turkey Hill Original Lemonade 1 Gal Jug'}",DC Grocery Cash & Carry,
5648,95.0,"Matched brand 'Monster', product 'Energy Ultra', and size '16 oz'. Alternate name closely aligned.",,,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
G9D8W1RNNBV4Y,85.0,"Matched brand 'LaCroix', product 'Key Lime', and size '12 oz'. Alternate name partially aligned.",LaCroix Key Lime Sparkling Water 12 Oz Cans,La croix key lime 12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': 'G9D8W1RNNBV4Y', 'name': 'LaCroix Key Lime Sparkling Water 12 Oz Cans'}",DC Grocery Cash & Carry,
,,,,,MY ALOE ORIGINAL 20/500 ML,False,18809125063025,,DC Grocery Cash & Carry,No candidates found for receipt item: MY ALOE ORIGINAL 20/500 ML
,0.0,No reasonable match found for 'SAN PELLEGRINO 15/750ML' in available inventory items.,,,SAN PELLEGRINO 15/750ML,True,4150863446,,DC Grocery Cash & Carry,
XZB86SJ5JEQ7E,85.0,Matched product 'Pure Honey' and size '12oz'. Alternate name aligned closely.,Virginia Brand 100% Pure Honey,Honey 100% 12oz,PURE PRE APPLE 12/12OZ,True,O4850001779,"{'id': 'XZB86SJ5JEQ7E', 'name': 'Virginia Brand 100% Pure Honey'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,PURE PRE CRAN 12/12OZ,True,O4850001781,,DC Grocery Cash & Carry,
3,85.0,"Matched brand 'Tropicana', product 'Pure Premium 100% Orange Juice', and size '12 Fl Oz'. Alternate name partially aligned.",,,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': 3, 'name': None}",DC Grocery Cash & Carry,
5648,85.0,"Matched brand 'Monster Energy', product 'Green', and size '16 oz'. Alternate name closely related.",,,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, and size.",,,COKE MEX 24/12OZ BOTTLE,True,4900004422,,DC Grocery Cash & Carry,
5648,85.0,"Matched brand 'Monster Energy', product 'Green', and size '16 oz'. Alternate name closely aligned.",,,MONSTER ENERGY ORIGINAL 24/15.5Z,True,7084781123,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
M5273DDMV3ETG,85.0,"Matched brand 'Starbucks', product 'DoubleShot Energy Coffee Beverage Mocha Flavored', and size '444 mL'. Alternate name aligned closely.",Starbucks Mocha DoubleShot - 444 mL,SB double energy mocha 444ml,STARBUCKS DOUBLE SHOT 12/6.5OZ,True,1200020293,"{'id': 'M5273DDMV3ETG', 'name': 'Starbucks Mocha DoubleShot - 444 mL'}",DC Grocery Cash & Carry,
YJH6G6DFSTBW4,95.0,"Matched brand 'Starbucks', product 'Frappuccino coffee', and size '13.7 oz'. Both name and alternate name closely aligned.",SB Frappuccino coffee 13.7,SB Frappuccino coffee 13.7,FRAP COF 12/13.7OZ,True,1200000180,"{'id': 'YJH6G6DFSTBW4', 'name': 'SB Frappuccino coffee 13.7'}",DC Grocery Cash & Carry,
Q02VBJZA5FKP2,85.0,"Matched brand 'Fanta', product 'Orange Soda', and size '2 Liters'. Alternate name partially aligned.",Fanta Orange Soda Bottle | 2 Liters,Fanta orange 2L,FANTA ORANGE 8/ 2LTR,True,49000050257,"{'id': 'Q02VBJZA5FKP2', 'name': 'Fanta Orange Soda Bottle | 2 Liters'}",DC Grocery Cash & Carry,
JJ4ZXFXHSVTX2,85.0,"Matched brand 'Perrier', product 'Sparkling Natural Mineral Water Bottle - Orange', and size '16.9oz'. Alternate name provided a close match.",Perrier Sparkling Natural Mineral Water Bottle - Orange,perri L'orange 16.9oz,PERRIER 24/500ML ORIG,True,7478000402,"{'id': 'JJ4ZXFXHSVTX2', 'name': 'Perrier Sparkling Natural Mineral Water Bottle - Orange'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found for 'SAN PELLEGRINO 24/500ML' in available inventory items.,,,SAN PELLEGRINO 24/500ML,True,10217015,,DC Grocery Cash & Carry,
X0V983D50YTCW,85.0,"Matched brand 'Prime Hydration', product 'Tropical Punch', and size '16.9 Fl Oz'.",Prime Hydration Tropical Punch Sports Drink - 16.9 Fl Oz Bottle,Prime Tropical Punch,PRIME H HYDRATION 12/16 OZ,True,81011612506,"{'id': 'X0V983D50YTCW', 'name': 'Prime Hydration Tropical Punch Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, and size.",,,JOE TEA CLASSIC LEMONADE 12/18 OZ,True,74323400062,,DC Grocery Cash & Carry,
10,85.0,"Matched brand 'Prime Hydration', product 'Blue Raspberry', and size '16.9 oz'.",,,PRIME H BLUE POP 12/16 OZ,True,85003560458,"{'id': 10, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on brand and size.,,,PRIME H GLOW B 12/16 OZ,True,81011612167,,DC Grocery Cash & Carry,
,,,,,PRIME H ICE POP 12/16 OZ,False,85004042707,,DC Grocery Cash & Carry,No candidates found for receipt item: PRIME H ICE POP 12/16 OZ
,,,,,JOE TEA BERRY LEMONADE 12/18 OZ,False,74323400274,,DC Grocery Cash & Carry,No candidates found for receipt item: JOE TEA BERRY LEMONADE 12/18 OZ
,,,,,JOE TEA BLACK CHERRY LEMONADE 12/18 OZ,False,74323400275,,DC Grocery Cash & Carry,No candidates found for receipt item: JOE TEA BLACK CHERRY LEMONADE 12/18 OZ
,,,,,SLIM JIM MONSTER ORIG 18CT,False,2620014061,,DC Grocery Cash & Carry,No candidates found for receipt item: SLIM JIM MONSTER ORIG 18CT
,,,,,SNICKERS KING SIZE 3.290Z 24CT,False,4000032252,,DC Grocery Cash & Carry,No candidates found for receipt item: SNICKERS KING SIZE 3.290Z 24CT
,0.0,No reasonable match found for 'M&M MILK CHOCOLATE 36CT' in the available inventory items.,,,M&M MILK CHOCOLATE 36CT,True,4000049991,,DC Grocery Cash & Carry,
,,,,,SKITTLES SOUR 1.8OZ 24CT,False,4000001266,,DC Grocery Cash & Carry,No candidates found for receipt item: SKITTLES SOUR 1.8OZ 24CT
,,,,,SKITTLES WILD BERRY 36/2.17OZ,False,4000001162,,DC Grocery Cash & Carry,No candidates found for receipt item: SKITTLES WILD BERRY 36/2.17OZ
