inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
QF5Y6BX2MK0W4,80.0,"The receipt item mentions 'FIVE GUM' which matches the brand name of the inventory item. Both items are gum products, and the flavor 'SOUR STRBRY FLOOD' can be associated with 'Rain' flavor in the inventory item.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",,
00TSXD50S3VGG,80.0,The inventory item 'Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz' matches the receipt item 'MY ALOE ORIGINAL 20/500 ML' in terms of brand name and quantity (20 packets of 1 oz each). The alternate name 'HV ranch dips 1oz' also aligns with the receipt item description.,Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz,HV ranch dips 1oz,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,"{'id': '00TSXD50S3VGG', 'name': 'Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz'}",DC Grocery Cash & Carry,
E7KHB5M55T6VA,90.0,"The inventory item 'Hershey's Milk Chocolate With Whole Almonds' closely matches the receipt item 'HERSHEYS MILK CHOCOLATE W/ALMOND 36CT' in terms of brand, product type, and inclusion of almonds.",Hershey's Milk Chocolate With Whole Almonds,Hersheys milk whl almond 41g,HERSHEYS MILK CHOCOLATE W/ALMOND 36CT,True,3400024100,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",DC Grocery Cash & Carry,
NDGHT85D6NZMT,80.0,"The inventory item 'Nestle Push Up Outrageous Orange Ice Cream Bar' is the closest match in terms of brand and product type, even though the sizes and quantities are different.",Nestle Push Up Outrageous Orange Ice Cream Bar,nestle push up 2.75oz,NESTLE BUTTERFINGER 36CT,True,2800047635,"{'id': 'NDGHT85D6NZMT', 'name': 'Nestle Push Up Outrageous Orange Ice Cream Bar'}",DC Grocery Cash & Carry,
NTMPC281WW9BR,90.0,"The receipt item 'ORBIT GUM SPEARMINT 12CT' matches the inventory item 'Wrigley ORBIT Spearmint Gum - 14 Pieces' based on the brand, product type, flavor, and quantity.",Wrigley ORBIT Spearmint Gum - 14 Pieces,Orbit spearmint 14p,ORBIT GUM SPEARMINT 12CT,True,2200011484,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",DC Grocery Cash & Carry,
WC194VDY6MBWM,80.0,"The inventory item 'Toll House Nestle Chocolate Chip Cookie Sandwiches' is the closest match to 'NESTLE CHUNKY 24CT' in terms of brand, product type, and packaging size.",Toll House Nestle Chocolate Chip Cookie Sandwiches,toll house choc chip 6oz,NESTLE CHUNKY 24CT,True,2800021503,"{'id': 'WC194VDY6MBWM', 'name': 'Toll House Nestle Chocolate Chip Cookie Sandwiches'}",DC Grocery Cash & Carry,
E7KHB5M55T6VA,90.0,"The inventory item 'Hershey's Milk Chocolate With Whole Almonds' is the closest match to 'HERSHEYS ALMOND JOY BAR 36/1.76OZ' in terms of brand, product type, and size.",Hershey's Milk Chocolate With Whole Almonds,Hersheys milk whl almond 41g,HERSHEYS ALMOND JOY BAR 36/1.76OZ,True,3400090320,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",DC Grocery Cash & Carry,
Q3E0WSTBV3YEA,90.0,"The receipt item 'TRIDENT TROPICAL TWIST 12CT' matches the inventory item 'Trident Tropical Twist Sugar Free Gum' in terms of brand, flavor, and pack size.",Trident Tropical Twist Sugar Free Gum,Trident tropical 14s,TRIDENT TROPICAL TWIST 12CT,True,1254601110,"{'id': 'Q3E0WSTBV3YEA', 'name': 'Trident Tropical Twist Sugar Free Gum'}",DC Grocery Cash & Carry,
SMYM38QQQNJHT,90.0,"The receipt item 'TICTAC SINGLES FRESHMINT 12CT' matches the inventory item 'tictac freshmint 1oz' based on the brand name, product type, and quantity.",tictac freshmint 1oz,tictac freshmint 1oz,TICTAC SINGLES FRESHMINT 12CT,True,980005771,"{'id': 'SMYM38QQQNJHT', 'name': 'tictac freshmint 1oz'}",DC Grocery Cash & Carry,
4N0C0DZF728N6,90.0,"The inventory item 'Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz' closely matches the receipt item 'SLIM JIM GIANT ORIGINAL 24/.97OZ' in terms of brand, product type, size, and quantity.",Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz,slim jim .97oz,SLIM JIM GIANT ORIGINAL 24/.97OZ .,True,2620011705,"{'id': '4N0C0DZF728N6', 'name': 'Slim Jim Snack Stick | Smoked | Original | Giant 0.97 Oz'}",DC Grocery Cash & Carry,
