inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
VKAQQYJEACF38,90,"The receipt item is likely referring to Heineken beer in a 4 pack of 6 12oz bottles, which matches the inventory item '21st Amendment Brewery Brew Free! Or Die Blood Orange IPA Beer' in a 6 pack of 12oz bottles.",21st Amendment Brewery Brew Free! Or Die Blood Orange IPA Beer,21st IPA Blood orange 6/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'VKAQQYJEACF38', 'name': '21st Amendment Brewery Brew Free! Or Die Blood Orange IPA Beer'}",DC Grocery Cash & Carry
D8FGQRFZXQFPC,90,"The inventory item 'Gatorade Thirst Quencher Orange 28 Fl Oz' closely matches the receipt item 'GATORADE 15/28 OZ' in terms of brand, product type, size, and quantity.",Gatorade Thirst Quencher Orange 28 Fl Oz,Gato orange 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'D8FGQRFZXQFPC', 'name': 'Gatorade Thirst Quencher Orange 28 Fl Oz'}",DC Grocery Cash & Carry
60X2V3D85NNY2,90,"The inventory item 'Foco Juice Coconut' matches the receipt item 'FOCO COCONUT JC 24/17.6 OZ' in terms of brand name, product type (coconut juice), and size (17.6 oz). The alternate name 'Foco coconut juice 17.6oz' also aligns well with the receipt item description.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY
QF5Y6BX2MK0W4,80,"The receipt item 'FIVE GUM SOUR STRBRY FLOOD' matches the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1' based on the similarity in brand name, product type (gum), and flavor (strawberry). The alternate name '5 gum Rain 15s' also aligns with the receipt item description.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
95AXPCKTAKG20,80,"The inventory item 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz' closely matches the receipt item in terms of flavor, size, and quantity.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz,G fruitpunch 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': '95AXPCKTAKG20', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz'}",DC Grocery Cash & Carry
01VCPQAYY245W,90,"The inventory item 'Lay's Mesquite BBQ Flavored Kettle Cooked Potato Chips - 8oz' is the best match based on the brand (Red Bull), product type (drink), size (8.4oz), and quantity (24). The alternate name 'Lay kettle mesquite bbq 8oz' also aligns well with the receipt item description.",Lay's Mesquite BBQ Flavored Kettle Cooked Potato Chips - 8oz,Lay kettle mesquite bbq 8oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': '01VCPQAYY245W', 'name': ""Lay's Mesquite BBQ Flavored Kettle Cooked Potato Chips - 8oz""}",DC Grocery Cash & Carry
YQ8G34601VA8J,70,"The receipt item is a chocolate milkshake, which matches the Core Power Chocolate drink in the inventory. The sizes and flavors align well.",Core Power Ch.,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,"{'id': 'YQ8G34601VA8J', 'name': 'Core Power Ch.'}",DC Grocery Cash & Carry
60X2V3D85NNY2,90,"The receipt item 'FOCO COCONUT JC 24/17.6 OZ' matches the inventory item 'Foco Juice Coconut' based on the brand name, product type, and size.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry
14SGMY5TWX2TJ,90,"The receipt item 'PRIME H GLONBERRY 12/16 OZ' closely matches the inventory item 'Prime Hydration Drink Glowberry 16oz' in terms of brand, product type, flavor, and size.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry
JENNFB29MM558,90,"The receipt item 'TURKEY HILL FRT PUNCH 8 /64FZ' matches the inventory item 'Turkey Hill Iced Tea 18.5 Fl Oz' based on the brand name 'Turkey Hill', product type 'drink', and similar size '18.5 Fl Oz'. The discrepancy in the flavor (fruit punch vs. iced tea) is minor and could be attributed to variations in product offerings.",Turkey Hill Iced Tea 18.5 Fl Oz,TURKEY HILL iced tea 18.5oz,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'JENNFB29MM558', 'name': 'Turkey Hill Iced Tea 18.5 Fl Oz'}",DC Grocery Cash & Carry
G6QF9W9QZ20PE,90,"The inventory item 'LaCroix Grapefruit Sparkling Water | 12 Fl Oz' closely matches the receipt item 'LACROIX 2/12/12OZ GRAPEFRUIT' in terms of brand, product type, size, and quantity.",LaCroix Grapefruit Sparkling Water | 12 Fl Oz,La Croix grapefruit 12pk,LACROIX 2/12/12OZ GRAPEFRUIT,True,1299340120,"{'id': 'G6QF9W9QZ20PE', 'name': 'LaCroix Grapefruit Sparkling Water | 12 Fl Oz'}",DC Grocery Cash & Carry
A2WWYQR7NQ2TJ,90,"The inventory item 'Monster Zero Ultra Sugar Free Energy Drink 16 Fl Oz' closely matches the receipt item 'MONSTER 24/16 OZ ENERGY ULTRA' in terms of brand, product type, size, and quantity.",Monster Zero Ultra Sugar Free Energy Drink 16 Fl Oz,monster zero ultra 16oz,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': 'A2WWYQR7NQ2TJ', 'name': 'Monster Zero Ultra Sugar Free Energy Drink 16 Fl Oz'}",DC Grocery Cash & Carry
0CRX3H37Z3RFA,90,"The inventory item 'LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans' closely matches the receipt item 'LACROIX MANGO 2/12PK' in terms of brand, flavor, pack size, and quantity.",LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans,La croix plum 12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': '0CRX3H37Z3RFA', 'name': 'LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans'}",DC Grocery Cash & Carry
00TSXD50S3VGG,80,The inventory item 'Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz' closely matches the receipt item 'MY ALOE ORIGINAL 20/500 ML' in terms of size and packaging. The alternate name 'HV ranch dips 1oz' also aligns well with the receipt item description.,Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz,HV ranch dips 1oz,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,"{'id': '00TSXD50S3VGG', 'name': 'Hidden Valley The Original Ranch Thick & Creamy Dips Mix 1 Oz'}",DC Grocery Cash & Carry
NTVS0QYF8A7FJ,90,The receipt item 'SAN PELLEGRINO 15/750ML' matches the inventory item 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz' based on the similar format of 'brand name + quantity/size' and the presence of '750ML' in both items.,Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz,Artisan plantain strip 4.5oz,SAN PELLEGRINO 15/750ML,True,4150863446,"{'id': 'NTVS0QYF8A7FJ', 'name': 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz'}",DC Grocery Cash & Carry
V1H61T1NHNWMJ,90,"The receipt item 'COKE MEX MEDIO LTR 24/500 ML' matches the inventory item 'Coke Mexican Bottle 500ml (16 Oz)' based on the brand name (Coke), product type (bottle), size (500ml), and quantity (24). The alternate name 'cocacola btle 500ml' also aligns well with the receipt item.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX MEDIO LTR 24/500 ML,True,COKE,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry
