inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
1,85.0,"Matched brand 'Corona', pack size '6/12oz'. No other Corona variant matched better.",,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
Z6YMFRANBB3K8,95.0,Matched brand 'Heineken' and size '6/12oz'. No other Heineken variant matched better.,Heineken 6/12oz,Heineken 6/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'Z6YMFRANBB3K8', 'name': 'Heineken 6/12oz'}",DC Grocery Cash & Carry,
SPXGXPXB3FSBA,95.0,"Matched brand 'Gatorade', variant 'Fruit Punch', and size '28 Fl Oz'. No other Gatorade variant matched better.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz,Gato fruit punch 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'SPXGXPXB3FSBA', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz'}",DC Grocery Cash & Carry,
,,,,,FIVE GUM SOUR STRBRY FLOOD,False,02200011045,,,No candidates found for receipt item: FIVE GUM SOUR STRBRY FLOOD
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY,
BFEGQA5XPDK1P,95.0,"Matched brand 'Gatorade', variant 'Fruit Punch', and size '20 oz'. No other Gatorade variant matched better.",Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles,Gato fruit punch 130c 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': 'BFEGQA5XPDK1P', 'name': 'Gatorade Fruit Punch Thirst Quencher - 8 Pack Bottles'}",DC Grocery Cash & Carry,
K6QX3TX1XFM0M,95.0,Matched brand 'Red Bull' and size '8.4 oz'. No other Red Bull variant matched better.,Red Bull Energy Drink - 8.4 Fl Oz Can,Red bull 8.4oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'K6QX3TX1XFM0M', 'name': 'Red Bull Energy Drink - 8.4 Fl Oz Can'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found in the inventory for 'CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ'.,,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,,DC Grocery Cash & Carry,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found for 'PRIME H GLONBERRY 12/16 OZ' in the available inventory items.,,,PRIME H GLONBERRY 12/16 OZ,True,81011612183,,DC Grocery Cash & Carry,
H0JPA5YERZ580,85.0,Matched brand 'Turkey Hill' and variant 'Fruit Punch'. No other Turkey Hill variant matched better.,Turkey Hill Lemonade 18.5 Fl Oz,turkey lemonode 18.5oz,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'H0JPA5YERZ580', 'name': 'Turkey Hill Lemonade 18.5 Fl Oz'}",DC Grocery Cash & Carry,
5648,95.0,"Matched brand 'Monster', variant 'Energy Drink Green', and size '16 oz'. No other Monster variant matched better.",,,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
GJJMPYZSZAKHT,95.0,Matched brand 'LaCroix' and variant 'Coconut'. No other LaCroix variant matched better.,LaCroix Coconut Sparkling Water 12oz,La croix coconut 12oz,LACROIX MANGO 2/12PK,True,1299311203,"{'id': 'GJJMPYZSZAKHT', 'name': 'LaCroix Coconut Sparkling Water 12oz'}",DC Grocery Cash & Carry,
,,,,,MY ALOE ORIGINAL 20/500 ML,False,18809125063025,,DC Grocery Cash & Carry,No candidates found for receipt item: MY ALOE ORIGINAL 20/500 ML
8000000000.0,95.0,Matched brand 'San Pellegrino' and size '750ml'. No other San Pellegrino variant matched better.,,,SAN PELLEGRINO 15/750ML,True,4150863446,"{'id': 8000000000.0, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found for 'PURE PRE APPLE 12/12OZ' in the available inventory items.,,,PURE PRE APPLE 12/12OZ,True,O4850001779,,DC Grocery Cash & Carry,
,0.0,No reasonable match found for the receipt item 'PURE PRE CRAN 12/12OZ' in the available inventory items.,,,PURE PRE CRAN 12/12OZ,True,O4850001781,,DC Grocery Cash & Carry,
3,85.0,Matched brand 'Tropicana' and variant 'Pure Premium Original'. No other Tropicana variant matched better.,,,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': 3, 'name': None}",DC Grocery Cash & Carry,
5648,85.0,"Matched brand 'Monster Energy Drink', variant 'Green', and size '16 oz'. Closest match based on brand and variant.",,,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': 5648, 'name': None}",DC Grocery Cash & Carry,
