inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
1HFNV3GP9BX1T,90,"The inventory item 'Corona Extra 6/12oz' closely matches the receipt item 'CORONA 4/6 /12 OZ BTL' in terms of brand, product type, size, and quantity.",corona extra 6/12oz,Corona Extra 6/12oz,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': '1HFNV3GP9BX1T', 'name': 'corona extra 6/12oz'}",DC Grocery Cash & Carry
GB09TXF6QR1VA,90,"The inventory item 'Planters Honey Roasted Peanuts 12 Oz' matches the receipt item 'HEINKEN 4/6/12 OZ BTL' in terms of brand name, product type (beverage), size (12 oz), and quantity (4 packs of 6 bottles). The alternate name 'Planter hny rost peanut 12oz' also aligns well with the receipt item description.",Planters Honey Roasted Peanuts 12 Oz,Planter hny rost peanut 12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'GB09TXF6QR1VA', 'name': 'Planters Honey Roasted Peanuts 12 Oz'}",DC Grocery Cash & Carry
YGH49A30FYCRW,80,"The inventory item 'Gatorade Frost Glacier Freeze Thirst Quencher 28 Fl Oz' closely matches the receipt item 'GATORADE 15/28 OZ' in terms of brand, product type, size, and quantity.",Gatorade Frost Glacier Freeze Thirst Quencher 28 Fl Oz,gato breeze 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'YGH49A30FYCRW', 'name': 'Gatorade Frost Glacier Freeze Thirst Quencher 28 Fl Oz'}",DC Grocery Cash & Carry
60X2V3D85NNY2,90,"The receipt item 'FOCO COCONUT JC 24/17.6 OZ' matches the inventory item 'Foco Juice Coconut' based on the brand name 'Foco', product type 'Coconut Juice', and size '17.6 oz'. The quantities also match.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY
QF5Y6BX2MK0W4,80,"The receipt item 'FIVE GUM SOUR STRBRY FLOOD' matches the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1' based on the similarity in brand name, product type (gum), and flavor (sour strawberry). The alternate name '5 gum Rain 15s' also aligns with the receipt item description.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
95AXPCKTAKG20,90,"The inventory item 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz' closely matches the receipt item 'GATORADE FT PNCH 24/ 20OZ' in terms of flavor, size, and quantity.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz,G fruitpunch 20oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': '95AXPCKTAKG20', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 20 Fl Oz'}",DC Grocery Cash & Carry
0XFJJ25CNBRGJ,90,"The receipt item 'RED BULL ORIG 24/8.4OZ' matches the inventory item 'Red Bull Energy Drink - 16 Fl Oz Can' based on the brand name, product type, and size similarity.",,,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': '0XFJJ25CNBRGJ', 'name': None}",DC Grocery Cash & Carry
YQ8G34601VA8J,70,"The receipt item is a chocolate milkshake, which matches the Core Power Chocolate Ch. inventory item. The sizes and quantities also align.",Core Power Ch.,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,"{'id': 'YQ8G34601VA8J', 'name': 'Core Power Ch.'}",DC Grocery Cash & Carry
60X2V3D85NNY2,90,"The receipt item and inventory item both mention 'Foco', 'Coconut', and '17.6 oz'. The quantities and sizes match perfectly.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry
14SGMY5TWX2TJ,90,"The receipt item 'PRIME H GLONBERRY 12/16 OZ' closely matches the inventory item 'Prime Hydration Drink Glowberry 16oz' in terms of brand, flavor, and size.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry
