inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
1,85.0,"Matched brand 'Corona', product name 'Corona Extra', and size '6/12oz'. No other Corona variant matched better.",,,CORONA 4/6 /12 OZ BTL,True,8066095609,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
XD1CXAKKN27VY,85.0,Matched brand 'Heineken' and pack size '12 Pack Cans 144.00 Fl Oz'. No other Heineken variant matched better.,Heineken Lager Beer - 12 Pack Cans 144.00 Fl Oz,Heineken C12/12oz,HEINKEN 4/6/12 OZ BTL,True,7289000021,"{'id': 'XD1CXAKKN27VY', 'name': 'Heineken Lager Beer - 12 Pack Cans 144.00 Fl Oz'}",DC Grocery Cash & Carry,
WZCSD4WM7QRC8,95.0,"Matched brand 'Gatorade', variant 'Thirst Quencher | Zero Sugar | Glacier Cherry', and size '28 Fl Oz'. No other Gatorade variant matched better.",Gatorade Thirst Quencher | Zero Sugar | Glacier Cherry 28 Fl Oz,gato zero 28oz,GATORADE 15/28 OZ,True,GA28,"{'id': 'WZCSD4WM7QRC8', 'name': 'Gatorade Thirst Quencher | Zero Sugar | Glacier Cherry 28 Fl Oz'}",DC Grocery Cash & Carry,
,,,,,FIVE GUM SOUR STRBRY FLOOD,False,02200011045,,,No candidates found for receipt item: FIVE GUM SOUR STRBRY FLOOD
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8.85E+12,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC GROCERY CASH & CARRY,
SPXGXPXB3FSBA,95.0,"Matched brand 'Gatorade', variant 'Fruit Punch Natural Flavor', and size '20 Fl Oz'. No other Gatorade variant matched better.",Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz,Gato fruit punch 28oz,GATORADE FT PNCH 24/ 20OZ,True,ga20,"{'id': 'SPXGXPXB3FSBA', 'name': 'Gatorade Thirst Quencher Fruit Punch Natural Flavor 28 Fl Oz'}",DC Grocery Cash & Carry,
JNAA3G0VVARMY,85.0,Matched brand 'Red Bull' and size '24 Pk./12 Oz'. No other Red Bull variant matched better.,Red Bull | 24 Pk./12 Oz. Item: 12849,Red bull 12oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'JNAA3G0VVARMY', 'name': 'Red Bull | 24 Pk./12 Oz. Item: 12849'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found in the inventory for 'CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ'.,,,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,,DC Grocery Cash & Carry,
60X2V3D85NNY2,95.0,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6 oz'. No other Foco variant matched better.",Foco Juice Coconut,Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco Juice Coconut'}",DC Grocery Cash & Carry,
,,,,,PRIME H GLONBERRY 12/16 OZ,False,81011612183,,DC Grocery Cash & Carry,No candidates found for receipt item: PRIME H GLONBERRY 12/16 OZ
