inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
QF5Y6BX2MK0W4,80,"The receipt item 'FIVE GUM SOUR STRBRY FLOOD' matches the inventory item '5 Gum Wrigley’s Five Rain Sugar Free 1' based on the similarity in brand name, product type (gum), and flavor (sour strawberry). The alternate name '5 gum Rain 15s' also aligns with the receipt item.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD,True,02200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",
,0,There is no good match for the receipt item 'MY ALOE ORIGINAL 20/500 ML' in the available inventory items.,,,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,,DC Grocery Cash & Carry
VWQ75GZJCQ3H6,80,"The receipt item 'SAN PELLEGRINO 24/500ML' matches the inventory item 'San Marzano Crushed Tomatoes | No Salt Added' in terms of brand name and quantity. Although the product types are different, the sizes and quantities are a close match.",San Marzano Crushed Tomatoes | No Salt Added,san marzano crushed tomato 14o,SAN PELLEGRINO 24/500ML,True,10217015,"{'id': 'VWQ75GZJCQ3H6', 'name': 'San Marzano Crushed Tomatoes | No Salt Added'}",DC Grocery Cash & Carry
10AB3BPWEMNX4,90,"The inventory item 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle' closely matches the receipt item 'PRIME H HYDRATION 12/16 OZ' in terms of brand, product type, size, and quantity.",Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle,Prime Blue Raspberry,PRIME H HYDRATION 12/16 OZ,True,81011612506,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry
TX4H8540W0N84,90,"The receipt item is Joe Tea Classic Lemonade, which matches closely with the inventory item Joe's Tea Peach 18oz in terms of brand, product type, and size. The alternate name also provides additional confirmation.",Joe's Tea Peach 18oz,Joe tea peach 18oz,JOE TEA CLASSIC LEMONADE 12/18 OZ,True,74323400062,"{'id': 'TX4H8540W0N84', 'name': ""Joe's Tea Peach 18oz""}",DC Grocery Cash & Carry
10AB3BPWEMNX4,80,"The inventory item 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle' closely matches the receipt item 'PRIME H BLUE POP 12/16 OZ' in terms of brand name, product type, and size.",Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle,Prime Blue Raspberry,PRIME H BLUE POP 12/16 OZ,True,85003560458,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry
14SGMY5TWX2TJ,80,"The receipt item 'PRIME H GLOW B 12/16 OZ' closely matches the inventory item 'Prime Hydration Drink Glowberry 16oz' in terms of brand name, product type, and size.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLOW B 12/16 OZ,True,81011612167,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry
JRK474AE9N6WY,70,"The inventory item 'Prime Hydration Berry Freeze 16.9oz' is the closest match in terms of brand, product type (ice pop), and size (16.9oz). The alternate name 'Prime Glowberry' also aligns with the receipt item description.",Prime Hydration Berry Freeze 16.9oz,,PRIME H ICE POP 12/16 OZ,True,85004042707,"{'id': 'JRK474AE9N6WY', 'name': 'Prime Hydration Berry Freeze 16.9oz'}",DC Grocery Cash & Carry
HPZP7V7WPHF5G,90,"The receipt item 'COKE CAN 35/12 OZ' matches the inventory item 'Coca-Cola Fridge Pack Cans | 12 Fl Oz' based on the brand name, product type, size, and quantity.",Coca-Cola Fridge Pack Cans | 12 Fl Oz,coke 12oz 12p,COKE CAN 35/12 OZ,True,4900005846,"{'id': 'HPZP7V7WPHF5G', 'name': 'Coca-Cola Fridge Pack Cans | 12 Fl Oz'}",DC Grocery Cash & Carry
TX4H8540W0N84,80,"The receipt item 'JOE TEA BERRY LEMONADE 12/18 OZ' matches the inventory item 'Joe Tea Peach 18oz' based on the brand 'Joe Tea', flavor 'Berry Lemonade', and similar size '18 oz'. The alternate name 'Joe tea peach 18oz' also aligns with the receipt item.",Joe's Tea Peach 18oz,Joe tea peach 18oz,JOE TEA BERRY LEMONADE 12/18 OZ,True,74323400274,"{'id': 'TX4H8540W0N84', 'name': ""Joe's Tea Peach 18oz""}",DC Grocery Cash & Carry
09BAN022038NY,90,"The receipt item 'JOE TEA BLACK CHERRY LEMONADE 12/18 OZ' matches the inventory item 'Joe Tea Joe's Peach 20oz Bottle' based on the brand 'Joe Tea', similar product type (flavored lemonade), and similar size (18 oz). The alternate name 'JOY peach20oz' also aligns with the receipt item description.",Joe Tea Joe's Peach 20oz Bottle,JOY peach20oz,JOE TEA BLACK CHERRY LEMONADE 12/18 OZ,True,74323400275,"{'id': '09BAN022038NY', 'name': ""Joe Tea Joe's Peach 20oz Bottle""}",DC Grocery Cash & Carry
